Climb,User,rating
105758062,11287,4
105761364,11287,2
105756484,11287,4
105760950,11287,4
105764586,11287,3
105764685,11287,4
105975956,11287,4
105975428,11287,4
105994585,11287,3
106029327,11287,3
105748310,11287,3
105749578,11287,4
105753814,11287,3
105749938,11287,3
105748211,11287,3
105748897,11287,3
105933907,11287,3
105757414,11287,3
105760332,11287,3
105762984,11287,3
105760224,11287,3
105749041,11287,4
105749080,11287,4
105764829,11287,3
105755077,11287,4
105750403,11287,4
105753265,11287,3
105748999,11287,4
105753211,11287,4
105756595,11287,4
105753619,11287,3
105750751,11287,5
105748912,11287,3
105750442,11287,4
105763989,11287,3
105749746,11287,3
105750109,11287,3
105758092,11287,4
105756538,11287,3
105749296,11287,4
105754714,11287,4
105754774,11287,4
105748948,11287,4
105749734,11287,3
105756796,11287,5
105749242,11287,3
105750400,11287,5
105749161,11287,5
105756946,11287,3
105756586,11287,3
105748993,11287,5
105944910,106058154,5
105732260,106058154,4
105819734,106058154,3
105944541,106058154,3
105949670,106058154,4
105808906,106058154,3
105820177,106058154,4
105820173,106058154,5
105989461,106058154,5
105717352,106058154,4
105821587,106058154,3
105717487,106058154,4
105717424,106058154,5
105717886,106058154,4
105718768,106058154,5
105739898,106058154,5
105740027,106058154,5
105740081,106058154,3
105740084,106058154,4
105740690,106058154,4
105740015,106058154,5
105740093,106058154,4
105741224,106058154,5
105740987,106058154,4
105740990,106058154,5
105741155,106058154,3
105741170,106058154,4
105740648,106058154,4
105741815,106058154,5
105741476,106058154,5
105822918,106058154,4
105834097,106058154,4
105740012,106058154,4
105740435,106058154,5
105740816,106058154,4
105740441,106058154,5
105740444,106058154,5
105739934,106058154,5
105740000,106058154,3
105741473,106058154,4
106008134,106058154,3
105740225,106058154,4
105740582,106058154,4
105740903,106058154,3
105740342,106058154,3
105732638,105829161,4
105717352,105829161,2
105821587,105829161,3
105717505,105829161,3
105718558,105829161,2
105717442,105829161,5
105717400,105829161,3
105739898,105829161,5
105748093,105829161,4
105748142,105829161,4
105748145,105829161,4
105748199,105829161,4
105748373,105829161,2
105751477,105829161,3
105748466,105829161,4
105749899,105829161,3
105756358,105829161,3
105756532,105829161,3
105760608,105829161,3
105756484,105829161,3
105975956,105829161,4
105753814,105829161,3
105749938,105829161,2
105748897,105829161,3
105748259,105829161,3
105933907,105829161,2
105757414,105829161,3
105760332,105829161,3
105762984,105829161,3
105760224,105829161,3
105750649,105829161,5
105755077,105829161,4
105750751,105829161,4
105749296,105829161,3
105752794,105829161,4
105756946,105829161,3
105756586,105829161,3
105748978,105829161,4
105748993,105829161,5
105759102,105829161,3
105759594,105829161,4
105721873,105816899,4
105723016,105816899,3
105722227,105816899,5
105725389,105816899,4
105725077,105816899,4
105722299,105816899,2
105732746,105816899,4
105732413,105816899,5
105732563,105816899,2
105717376,105816899,4
105753838,105816899,4
105753754,105816899,3
105753394,105816899,4
105754246,105816899,4
105760344,105816899,5
105748093,105816899,4
105748142,105816899,3
105751477,105816899,3
105749824,105816899,3
105764040,105816899,2
105755278,105816899,2
105764184,105816899,2
105748876,105816899,3
105752269,105816899,3
106107243,105816899,3
106113458,105816899,2
105760608,105816899,3
105756691,105816899,4
105748310,105816899,3
105748259,105816899,2
105757414,105816899,4
105760332,105816899,3
105762984,105816899,3
105754714,105816899,5
105756946,105816899,3
105748993,105816899,4
105755851,105816899,4
105752422,105816899,4
105827746,105816899,4
105722170,105846944,4
105721840,105846944,4
105732389,105846944,5
105732941,105846944,4
105732287,105846944,5
105732227,105846944,2
105732632,105846944,4
105732242,105846944,4
105732335,105846944,3
105826075,105846944,3
105820177,105846944,3
105820173,105846944,4
105821892,105846944,3
105989461,105846944,4
105857281,105846944,4
105857287,105846944,4
106440060,105846944,2
106025614,105846944,2
105717337,105846944,3
105717673,105846944,3
105717352,105846944,2
105821587,105846944,3
105717505,105846944,4
105718558,105846944,3
106058073,105846944,2
105717403,105846944,4
105717424,105846944,4
105717442,105846944,4
105717886,105846944,3
105717577,105846944,2
105717658,105846944,4
105718693,105846944,3
105718657,105846944,5
105718753,105846944,4
105934973,105846944,3
105811114,105846944,4
105718768,105846944,4
106046000,105846944,2
105949903,105846944,3
105740093,105846944,4
105741218,105846944,3
105762201,105846944,4
105753838,105846944,5
105753754,105846944,3
105753391,105846944,4
105753397,105846944,5
105753394,105846944,3
105754246,105846944,4
105759102,105846944,3
105827358,105846944,3
105740945,105846944,4
105740957,105846944,4
105740960,105846944,4
105741035,105846944,5
105740984,105846944,5
105741593,105846944,5
105741101,105846944,4
105741617,105846944,4
105741512,105846944,4
105741011,105846944,4
105732458,105935039,3
105732227,105935039,3
105949670,105935039,3
105808906,105935039,2
105717337,105935039,2
105717487,105935039,3
106058073,105935039,2
105717400,105935039,4
105717577,105935039,2
105718693,105935039,3
105718657,105935039,4
105718753,105935039,4
105748274,105935039,2
105761274,105935039,3
105748436,105935039,2
105756691,105935039,4
105751387,105935039,4
105803718,106268558,5
105836047,106268558,4
105835710,106268558,5
105915124,106268558,4
105874465,106268558,5
105721651,106268558,4
105732392,106268558,5
105732359,106268558,4
105732362,106268558,4
105732227,106268558,3
105732335,106268558,3
105732548,106268558,4
105821587,106268558,3
105717376,106268558,4
105717652,106268558,3
105717487,106268558,4
105718558,106268558,4
105717400,106268558,4
105717577,106268558,3
105718693,106268558,3
105718657,106268558,4
105934973,106268558,4
105811114,106268558,4
106046000,106268558,4
105717601,106268558,3
105739898,106268558,5
105741401,106268558,4
105740387,106268558,4
105740081,106268558,4
105740084,106268558,4
105740690,106268558,4
105740015,106268558,4
105740093,106268558,4
105741224,106268558,4
105740987,106268558,5
105740990,106268558,4
105741155,106268558,3
105741170,106268558,5
105740648,106268558,5
105741815,106268558,5
105741476,106268558,4
105822918,106268558,4
105834097,106268558,5
105740012,106268558,4
105740435,106268558,5
105740816,106268558,3
105839425,106268558,5
105740441,106268558,5
105740444,106268558,4
105739934,106268558,4
105740000,106268558,4
105740513,106268558,4
105741473,106268558,5
105741218,106268558,3
106008134,106268558,4
105740225,106268558,4
105739889,106268558,4
105993296,106268558,3
105740903,106268558,3
105740342,106268558,4
105857742,106268558,4
105740945,106268558,4
105740957,106268558,5
105740984,106268558,5
105742130,106268558,4
105741101,106268558,5
105741512,106268558,4
105741011,106268558,4
105739898,106095026,4
105740387,106095026,3
105740081,106095026,3
105740084,106095026,3
105740015,106095026,3
105740093,106095026,4
105741224,106095026,3
105741815,106095026,4
105740435,106095026,3
105740816,106095026,4
105740441,106095026,2
105740444,106095026,3
105739934,106095026,4
105740000,106095026,3
105740582,106095026,3
105739889,106095026,3
105741617,106095026,5
105741512,106095026,3
105741011,106095026,4
105944541,106728177,3
105944650,106728177,3
105949670,106728177,4
105732563,106728177,3
105820177,106728177,5
105989461,106728177,4
105739898,106728177,5
105740027,106728177,5
105740387,106728177,5
105740081,106728177,2
105740084,106728177,4
105740690,106728177,5
105740015,106728177,5
105740093,106728177,5
105741224,106728177,4
105740990,106728177,5
105740648,106728177,5
105741815,106728177,5
105741476,106728177,4
105822918,106728177,5
105834097,106728177,3
105839425,106728177,5
105739934,106728177,5
105741473,106728177,3
105740903,106728177,2
105740342,106728177,2
105740960,106728177,5
105740984,106728177,4
105741617,106728177,5
105722170,105787348,4
105721873,105787348,4
105722347,105787348,5
105722407,105787348,3
105722488,105787348,4
105722050,105787348,5
105721840,105787348,3
105732638,105787348,5
105732359,105787348,3
105732362,105787348,4
105732632,105787348,4
105732563,105787348,3
105732335,105787348,3
105820177,105787348,4
105820173,105787348,4
105989461,105787348,3
105717487,105787348,4
105717601,105787348,4
105949903,105787348,3
105739898,105787348,5
105740081,105787348,3
105740084,105787348,4
105740990,105787348,4
105741815,105787348,4
105822918,105787348,4
105740012,105787348,4
105740435,105787348,4
105839425,105787348,4
105740000,105787348,3
105740513,105787348,4
105739889,105787348,3
105740342,105787348,2
105827646,105787348,3
105741557,105787348,3
105740942,105787348,2
105740945,105787348,5
105740957,105787348,5
105740960,105787348,4
105741035,105787348,5
105740984,105787348,5
105741593,105787348,5
105799356,105787348,3
105742130,105787348,5
105741101,105787348,4
105741617,105787348,5
105741512,105787348,4
105741011,105787348,4
105721711,105823132,3
105724777,105823132,4
105722272,105823132,4
105725389,105823132,5
105732602,105823132,4
105732389,105823132,4
105732242,105823132,4
105732590,105823132,3
105944541,105823132,2
105944650,105823132,3
105732482,105823132,4
105732608,105823132,3
105732563,105823132,3
105808906,105823132,3
105717352,105823132,3
105821587,105823132,3
105717487,105823132,3
105717442,105823132,4
105718753,105823132,4
105934973,105823132,3
105811114,105823132,4
105718297,105823132,5
106050176,105823132,2
105748274,105823132,3
105749824,105823132,3
105748876,105823132,3
105752269,105823132,3
106113458,105823132,3
105760608,105823132,3
105761262,105823132,2
105761265,105823132,3
105761337,105823132,3
105761274,105823132,4
105758062,105823132,4
105761295,105823132,4
105761364,105823132,3
105756484,105823132,3
105764586,105823132,4
105764685,105823132,3
105975956,105823132,4
106029327,105823132,1
105748310,105823132,3
105748211,105823132,4
105933907,105823132,3
105757414,105823132,3
105760332,105823132,3
105760224,105823132,4
105749041,105823132,4
105749080,105823132,4
105755077,105823132,4
105756595,105823132,4
105750109,105823132,3
105753100,105823132,4
105758092,105823132,4
105749296,105823132,5
105754714,105823132,3
105754774,105823132,4
105749242,105823132,2
106370830,105823132,4
105842817,105823132,4
105857742,105823132,3
105858078,105823132,2
105827646,105823132,4
105827358,105823132,4
105740945,105823132,3
105740984,105823132,4
105741593,105823132,2
105741617,105823132,4
105741512,105823132,4
105741011,105823132,4
105722170,106740382,3
105721711,106740382,3
105721651,106740382,5
105721627,106740382,3
105724777,106740382,5
105722272,106740382,4
105721873,106740382,3
105725401,106740382,5
105722227,106740382,4
105725389,106740382,4
105722347,106740382,4
105725077,106740382,4
105724495,106740382,3
105722488,106740382,4
105722050,106740382,4
105721840,106740382,3
105732746,106740382,4
105733163,106740382,4
105732941,106740382,4
105732362,106740382,4
105958263,106740382,4
105842817,106740382,4
105857742,106740382,4
105858078,106740382,5
105803718,107230627,3
105732470,107230627,4
105732389,107230627,3
105732287,107230627,4
105732260,107230627,4
105819734,107230627,2
105944541,107230627,2
105732608,107230627,4
105826075,107230627,3
105820177,107230627,4
105820173,107230627,4
105741476,107230627,4
105834097,107230627,3
105994585,107230627,3
105758904,107230627,4
105758907,107230627,3
105756595,107230627,4
105753100,107230627,3
105758092,107230627,3
105756538,107230627,4
105740945,107230627,2
105741593,107230627,3
105741617,107230627,2
105741011,107230627,3
105732725,106487856,4
105944650,106487856,3
105732482,106487856,3
105808906,106487856,3
105989461,106487856,4
105857287,106487856,3
105983489,106487856,3
106025614,106487856,3
105717652,106487856,3
105717487,106487856,4
105717403,106487856,4
105811114,106487856,4
105717601,106487856,4
105739898,106487856,5
105740027,106487856,4
105740387,106487856,5
105740084,106487856,4
105740690,106487856,4
105740015,106487856,3
105741224,106487856,4
105740987,106487856,5
105740990,106487856,4
105741155,106487856,3
105740648,106487856,4
105741815,106487856,5
105741476,106487856,4
105822918,106487856,4
105834097,106487856,4
105740012,106487856,3
105740435,106487856,4
105740816,106487856,4
105740441,106487856,4
105739934,106487856,5
105740000,106487856,3
105740513,106487856,3
105741473,106487856,5
106008134,106487856,2
105740225,106487856,4
105740582,106487856,4
105739889,106487856,3
105740342,106487856,3
105717823,106487856,4
105827746,106487856,4
105741557,106487856,4
105740945,106487856,4
105740960,106487856,4
105741035,106487856,3
105740984,106487856,4
105741593,106487856,4
105742130,106487856,4
105741617,106487856,4
105741512,106487856,4
105741011,106487856,4
105717400,106093802,4
105949903,106093802,4
105748093,106093802,5
105748274,106093802,3
105749824,106093802,3
105755278,106093802,3
105756358,106093802,2
105756532,106093802,3
105758062,106093802,4
105761295,106093802,4
105761364,106093802,4
105756484,106093802,4
105760950,106093802,5
105753814,106093802,4
105749938,106093802,4
105752422,106093802,5
105752731,106093802,5
105790613,107326021,5
105732470,107326021,5
105732602,107326021,5
105732392,107326021,5
105732347,107326021,5
105732458,107326021,4
105732941,107326021,4
105732362,107326021,5
105732287,107326021,3
105732632,107326021,4
105732242,107326021,4
105819734,107326021,3
105944541,107326021,3
105944650,107326021,3
105732482,107326021,5
105732608,107326021,5
105732548,107326021,4
105732539,107326021,3
105849180,107326021,3
105748093,107326021,4
105748142,107326021,4
105748199,107326021,4
105749536,107326021,5
105755077,107326021,4
105753265,107326021,4
105748999,107326021,4
105763785,107326021,4
105763989,107326021,4
105754714,107326021,4
105748948,107326021,4
105749734,107326021,4
105756796,107326021,5
105749242,107326021,3
105749161,107326021,5
105874465,105789759,5
105722170,105789759,4
105721651,105789759,3
105721627,105789759,4
105724777,105789759,4
105722272,105789759,3
105721873,105789759,4
105723016,105789759,3
105725401,105789759,3
105722227,105789759,3
105725389,105789759,4
105722347,105789759,4
105722407,105789759,2
105725077,105789759,4
105722671,105789759,3
105724189,105789759,3
105722299,105789759,3
105724495,105789759,3
105722488,105789759,5
105722050,105789759,5
105732392,105789759,5
105732347,105789759,4
105732941,105789759,4
105732491,105789759,2
105732362,105789759,5
105732242,105789759,5
105732608,105789759,4
105732335,105789759,3
105820177,105789759,4
105820173,105789759,4
106008134,105789759,4
105740945,105789759,5
105740957,105789759,4
105740960,105789759,4
105740984,105789759,5
105741101,105789759,4
105874465,106740073,4
105821587,106740073,2
105717505,106740073,5
105718768,106740073,4
105718777,106740073,3
105756556,106740073,3
105749899,106740073,3
105764184,106740073,2
105753814,106740073,3
105749536,106740073,3
105756595,106740073,5
105753619,106740073,4
105750751,106740073,4
105753100,106740073,3
105758092,106740073,2
105756538,106740073,3
105750400,106740073,5
105752794,106740073,4
105748508,106740073,3
105721873,105973336,5
105725077,105973336,5
105739898,105973336,5
105741401,105973336,2
105740027,105973336,5
105740387,105973336,4
105740081,105973336,3
105740084,105973336,4
105740690,105973336,4
105740015,105973336,5
105740093,105973336,5
105740648,105973336,4
105741476,105973336,5
105834097,105973336,3
105740012,105973336,4
105740435,105973336,4
105740444,105973336,3
105739934,105973336,3
105740513,105973336,2
105741473,105973336,4
106008134,105973336,3
105993296,105973336,3
105740903,105973336,2
105740342,105973336,3
105741557,105973336,4
105740942,105973336,4
105740945,105973336,4
105741035,105973336,4
105741593,105973336,3
105741617,105973336,3
105741512,105973336,5
105741011,105973336,4
105732242,106243568,5
105732590,106243568,4
105717337,106243568,3
105717352,106243568,5
105821587,106243568,3
105717505,106243568,4
105717487,106243568,4
105718558,106243568,2
106058073,106243568,3
105717403,106243568,4
105717424,106243568,5
105717442,106243568,3
105717400,106243568,3
105717886,106243568,4
105717658,106243568,3
105883364,106243568,4
105718693,106243568,2
105718657,106243568,3
105718753,106243568,4
105934973,106243568,3
105811114,106243568,5
105718297,106243568,5
105718768,106243568,4
106046000,106243568,3
105740957,106243568,4
105790327,105817062,5
105732746,105817062,5
105733163,105817062,4
105732941,105817062,4
105732491,105817062,3
105732362,105817062,4
105732632,105817062,4
105732242,105817062,4
105732590,105817062,4
105819734,105817062,4
105944541,105817062,3
105944650,105817062,4
105732686,105817062,3
105732563,105817062,3
105826083,105817062,2
105732548,105817062,4
105826075,105817062,4
105732539,105817062,3
105732536,105817062,2
105808906,105817062,4
105820177,105817062,4
105820173,105817062,4
105821892,105817062,5
105827646,105817062,5
105748093,105837552,4
105748142,105837552,3
105748145,105837552,3
105748199,105837552,3
105748373,105837552,3
105751477,105837552,3
105761337,105837552,2
105758062,105837552,3
105761295,105837552,3
105761364,105837552,3
105759351,105837552,3
105750649,105837552,3
105749041,105837552,3
105749080,105837552,5
105748999,105837552,3
105756595,105837552,4
105750442,105837552,4
105754714,105837552,4
105754774,105837552,3
105756796,105837552,5
105749242,105837552,3
105750400,105837552,5
105835754,106435914,3
105836047,106435914,3
105722170,106435914,3
105722041,106435914,3
105721651,106435914,5
105724777,106435914,4
105721873,106435914,3
105723016,106435914,3
105725401,106435914,3
105722227,106435914,4
105725389,106435914,4
105722347,106435914,4
105722407,106435914,2
105722119,106435914,4
105725077,106435914,3
105722671,106435914,3
105724189,106435914,3
105722299,106435914,3
105722488,106435914,3
105722050,106435914,5
105721840,106435914,4
105732602,106435914,5
105732359,106435914,3
105732362,106435914,4
105732632,106435914,3
105732242,106435914,5
105732335,106435914,3
105732548,106435914,3
105732539,106435914,3
105732536,106435914,3
105849180,106435914,3
105790613,106601971,5
105803718,106601971,5
105790327,106601971,4
105915124,106601971,4
105722170,106601971,5
105722041,106601971,4
105721639,106601971,4
105721711,106601971,5
105721651,106601971,4
105721627,106601971,4
105721873,106601971,3
105723016,106601971,2
105725401,106601971,5
105722227,106601971,5
105725389,106601971,5
105722407,106601971,2
105722119,106601971,4
105725077,106601971,3
105722671,106601971,3
105722299,106601971,2
105724495,106601971,5
105722050,106601971,4
105732392,106601971,5
105732725,106601971,4
105732362,106601971,4
105732227,106601971,2
105732413,106601971,4
105732260,106601971,4
105819734,106601971,3
105944541,106601971,3
105944650,106601971,3
105732482,106601971,3
105732335,106601971,3
105826075,106601971,4
105732539,106601971,3
105717352,106601971,3
105821587,106601971,2
105717505,106601971,4
105717376,106601971,5
105717487,106601971,4
106058073,106601971,2
105717403,106601971,4
105717424,106601971,5
105717400,106601971,4
105717658,106601971,5
105883364,106601971,5
105718753,106601971,4
105717823,106601971,5
105880940,105790555,5
105790613,105790555,4
105900951,105790555,5
105915124,105790555,3
105874465,105790555,4
105722170,105790555,4
105721711,105790555,4
105722227,105790555,4
105725389,105790555,5
105722488,105790555,4
105722050,105790555,5
105732458,105790555,5
105732941,105790555,4
105732359,105790555,5
105732362,105790555,3
105732287,105790555,3
105949670,105790555,5
105732686,105790555,4
105821587,105790555,3
105717505,105790555,4
105717652,105790555,4
105717442,105790555,3
105717577,105790555,2
105883364,105790555,5
105718753,105790555,4
105811114,105790555,4
105718297,105790555,5
105718768,105790555,5
105858078,105790555,5
105880940,105964182,5
105722170,105964182,4
105721639,105964182,5
105721651,105964182,5
105722227,105964182,4
105725389,105964182,5
105725077,105964182,4
105724495,105964182,4
105722050,105964182,4
105732602,105964182,4
105748093,105964182,4
105748142,105964182,4
105748199,105964182,3
105748373,105964182,3
105756556,105964182,4
105751477,105964182,3
105749899,105964182,3
105749824,105964182,3
105755278,105964182,3
105754732,105964182,3
105754729,105964182,2
105975956,105964182,2
105753814,105964182,4
105749938,105964182,3
105748211,105964182,4
105760332,105964182,4
105760224,105964182,4
105749536,105964182,5
105753265,105964182,4
105748999,105964182,5
105753211,105964182,4
105756595,105964182,5
105757837,105964182,5
105753619,105964182,5
105750730,105964182,5
105750109,105964182,3
105758092,105964182,4
105749296,105964182,3
105754714,105964182,4
105754774,105964182,5
105756796,105964182,4
105749242,105964182,3
105750400,105964182,5
105961980,105964182,3
105751387,105964182,5
105836047,106604572,4
105732725,106604572,5
105821892,106604572,4
105739898,106604572,5
105740015,106604572,4
105740093,106604572,4
105740441,106604572,3
105740444,106604572,4
105741473,106604572,3
105741557,106604572,4
105740942,106604572,3
105740945,106604572,3
105741593,106604572,3
105741101,106604572,3
105741617,106604572,3
105741512,106604572,3
105741011,106604572,3
105835754,107342057,5
105835710,107342057,4
105732458,107342057,2
105732563,107342057,3
105826083,107342057,3
105732548,107342057,4
105717352,107342057,4
105821587,107342057,3
105717505,107342057,4
105717487,107342057,4
105717424,107342057,4
105717442,107342057,3
105717886,107342057,3
106046000,107342057,3
105756556,107342057,3
105749824,107342057,3
105764040,107342057,3
105755278,107342057,4
105754729,107342057,3
105752269,107342057,3
105756358,107342057,2
105756532,107342057,4
105760608,107342057,3
105761262,107342057,4
105758062,107342057,4
105761295,107342057,4
105761364,107342057,3
105748310,107342057,3
105753814,107342057,3
105749938,107342057,3
105748211,107342057,3
105933907,107342057,3
105760332,107342057,3
105762984,107342057,3
105760224,107342057,3
105755851,107342057,4
106344281,107342057,3
105759594,107342057,4
105958263,107342057,4
105842817,107342057,4
105857742,107342057,4
105963366,107342057,3
105732470,106738886,4
105732458,106738886,3
105732413,106738886,4
105732590,106738886,3
105732260,106738886,4
105944650,106738886,2
105718558,106738886,3
105717442,106738886,3
105717601,106738886,4
105748093,106738886,4
105748142,106738886,4
105975347,106738886,2
105749899,106738886,3
105754732,106738886,2
105754729,106738886,2
105752269,106738886,4
105751195,106738886,4
106113458,106738886,4
105761262,106738886,3
105761337,106738886,2
105761274,106738886,3
105758062,106738886,4
105761295,106738886,4
105756691,106738886,4
105758907,106738886,3
105756427,106738886,2
105759351,106738886,4
105748211,106738886,3
105748897,106738886,2
105753265,106738886,3
105748999,106738886,4
105749953,106738886,4
105749746,106738886,3
105753100,106738886,3
105749296,106738886,3
105754714,106738886,3
105756796,106738886,5
105750400,106738886,5
105821587,105800279,5
105717376,105800279,4
105717487,105800279,3
105717658,105800279,4
105883364,105800279,5
105934973,105800279,3
105811114,105800279,4
105718297,105800279,5
105748142,105800279,4
105751477,105800279,3
105748274,105800279,3
105760608,105800279,4
105761262,105800279,3
105761337,105800279,3
105761274,105800279,4
105758062,105800279,4
105756691,105800279,4
105760950,105800279,4
105764586,105800279,1
105764685,105800279,2
105748310,105800279,3
105758901,105800279,3
105758907,105800279,2
105756427,105800279,2
105748211,105800279,3
105757414,105800279,4
105760332,105800279,2
105750649,105800279,4
105749041,105800279,4
105749080,105800279,4
105749536,105800279,4
105755077,105800279,2
105753265,105800279,5
105748999,105800279,5
105753211,105800279,5
105756595,105800279,4
105750730,105800279,4
105750751,105800279,4
105749953,105800279,4
105763989,105800279,4
105750109,105800279,3
105753100,105800279,4
105758092,105800279,4
105756538,105800279,5
105749296,105800279,4
105754714,105800279,4
105754774,105800279,4
105748948,105800279,3
105749734,105800279,3
105756796,105800279,5
105750400,105800279,5
105752794,105800279,2
105748508,105800279,3
105749161,105800279,4
105751387,105800279,4
105722170,106020445,3
105721711,106020445,4
105721651,106020445,3
105722227,106020445,4
105722488,106020445,3
105722050,106020445,4
105732389,106020445,3
105732632,106020445,3
105827646,106020445,3
105827358,106020445,2
105740945,106020445,3
105741617,106020445,3
105741512,106020445,3
105741011,106020445,3
105717337,106292269,4
105717487,106292269,4
105718768,106292269,5
105739898,106292269,5
105740027,106292269,4
105740387,106292269,4
105740081,106292269,3
105740084,106292269,3
105740690,106292269,4
105740015,106292269,3
105740093,106292269,5
105741224,106292269,4
105740987,106292269,4
105740990,106292269,4
105741155,106292269,3
105741170,106292269,3
105741476,106292269,4
105834097,106292269,4
105740012,106292269,5
105740435,106292269,4
105740441,106292269,3
105740444,106292269,4
105739934,106292269,4
105741473,106292269,4
105740225,106292269,3
105740582,106292269,3
105799356,106292269,5
105741617,106292269,4
105741512,106292269,4
105790327,105807147,4
105874465,105807147,5
105732470,105807147,4
105732602,105807147,4
105944910,105807147,4
105732392,105807147,4
105732362,105807147,4
105732287,105807147,4
105732242,105807147,4
105732260,105807147,3
105826083,105807147,2
105826075,105807147,4
105732539,105807147,2
105849180,105807147,2
105820177,105807147,4
105820173,105807147,5
105821892,105807147,4
105717376,105807147,3
105949903,105807147,3
105717823,105807147,4
105762201,105807147,3
105753754,105807147,3
105753391,105807147,3
105753394,105807147,3
105754246,105807147,4
105751477,105807147,4
105749578,105807147,3
105748259,105807147,2
105748801,105807147,3
105763785,105807147,4
105748948,105807147,4
105756796,105807147,5
106370830,105807147,3
105756946,105807147,3
105748978,105807147,4
105748993,105807147,4
105755851,105807147,3
105803112,105807147,2
106344281,105807147,3
106107557,105807147,2
105752422,105807147,3
105759102,105807147,2
105759594,105807147,4
105740945,105807147,2
105741101,105807147,4
105732392,13937,5
105732347,13937,4
105732458,13937,5
105732359,13937,3
105732362,13937,5
105732287,13937,4
105732242,13937,5
105732590,13937,5
105819734,13937,2
105732548,13937,3
105808906,13937,2
105820177,13937,4
105820173,13937,4
105717337,13937,2
105717673,13937,4
105717487,13937,4
105718558,13937,2
105717577,13937,2
105883364,13937,4
105718693,13937,2
105718657,13937,4
105811114,13937,4
105718297,13937,5
106050176,13937,3
106107243,13937,2
105761337,13937,3
105760950,13937,3
105758901,13937,3
105759351,13937,4
105749938,13937,2
105748211,13937,2
105748259,13937,3
105760332,13937,3
105760224,13937,3
105749041,13937,4
105749080,13937,4
105749536,13937,3
105748999,13937,5
105756595,13937,5
105757837,13937,2
105753619,13937,4
105750751,13937,4
105750442,13937,4
105763989,13937,4
105749746,13937,2
105750109,13937,3
105758092,13937,4
105749296,13937,4
105754714,13937,5
105754774,13937,4
105748948,13937,4
105756796,13937,5
105756586,13937,3
105748978,13937,4
105748993,13937,5
105755851,13937,3
106344281,13937,2
106107557,13937,3
105752422,13937,4
105752731,13937,3
105759594,13937,4
105751387,13937,5
105721627,12522,4
105721873,12522,4
105723016,12522,3
105722227,12522,4
105722347,12522,4
105722119,12522,3
105725077,12522,3
105722671,12522,2
105724189,12522,2
105721840,12522,3
105732470,12522,4
105944910,12522,3
105732392,12522,5
105732941,12522,4
105732287,12522,3
105732260,12522,5
105944541,12522,3
105732539,12522,3
